waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,Score,Sentiment
setahun lalu,"Alun-alun nya seperti Alun-alun di kota kota lain, tidak ada yg menonjol.
Hal yg aku perhatikan dan menjadi nilai plus, tdk ada tukang parkir tidak ada pengamen jd bagus menurutku, ada kotak saran jg …","Alunalun nya seperti Alunalun di kota kota lain tidak ada yg menonjol
Hal yg aku perhatikan dan menjadi nilai plus tdk ada tukang parkir tidak ada pengamen jd bagus menurutku ada kotak saran jg ","alunalun nya seperti alunalun di kota kota lain tidak ada yg menonjol
hal yg aku perhatikan dan menjadi nilai plus tdk ada tukang parkir tidak ada pengamen jd bagus menurutku ada kotak saran jg ",alunalun ya seperti alunalun di kota kota lain tidak ada yang menonjol hal yang aku perhatikan dan menjadi nilai plus tidak ada tukang parkir tidak ada pengamen jadi bagus menurutku ada kotak saran juga,"['alunalun', 'ya', 'seperti', 'alunalun', 'di', 'kota', 'kota', 'lain', 'tidak', 'ada', 'yang', 'menonjol', 'hal', 'yang', 'aku', 'perhatikan', 'dan', 'menjadi', 'nilai', 'plus', 'tidak', 'ada', 'tukang', 'parkir', 'tidak', 'ada', 'pengamen', 'jadi', 'bagus', 'menurutku', 'ada', 'kotak', 'saran', 'juga']","['alunalun', 'ya', 'alunalun', 'kota', 'kota', 'menonjol', 'perhatikan', 'nilai', 'plus', 'tukang', 'parkir', 'pengamen', 'bagus', 'menurutku', 'kotak', 'saran']",alunalun ya alunalun kota kota tonjol perhati nilai plus tukang parkir amen bagus turut kotak saran,2,Positif
sebulan lalu,Lingkungan asri dan bersih. Sarannya untuk tempat sampah ditambah lagi.,Lingkungan asri dan bersih Sarannya untuk tempat sampah ditambah lagi,lingkungan asri dan bersih sarannya untuk tempat sampah ditambah lagi,lingkungan asri dan bersih sarannya untuk tempat sampah ditambah lagi,"['lingkungan', 'asri', 'dan', 'bersih', 'sarannya', 'untuk', 'tempat', 'sampah', 'ditambah', 'lagi']","['lingkungan', 'asri', 'bersih', 'sarannya', 'sampah', 'ditambah']",lingkung asri bersih saran sampah tambah,8,Positif
sebulan lalu,Bersih nyaman jarang kebisingan. Rapi dan kuliner unik2,Bersih nyaman jarang kebisingan Rapi dan kuliner unik,bersih nyaman jarang kebisingan rapi dan kuliner unik,bersih nyaman jarang kebisingan rapi dan kuliner unik,"['bersih', 'nyaman', 'jarang', 'kebisingan', 'rapi', 'dan', 'kuliner', 'unik']","['bersih', 'nyaman', 'jarang', 'kebisingan', 'rapi', 'kuliner', 'unik']",bersih nyaman jarang bising rapi kuliner unik,10,Positif
7 tahun lalu,"kalo pagi2 cocok buat jogging nih,apalagi banyak kulineran yang siap menyambut perut kita tak kala lapar...seger....",kalo pagi cocok buat jogging nihapalagi banyak kulineran yang siap menyambut perut kita tak kala laparseger,kalo pagi cocok buat jogging nihapalagi banyak kulineran yang siap menyambut perut kita tak kala laparseger,kalau pagi cocok buat jogging nihapalagi banyak kulineran yang siap menyambut perut kita tak kala laparseger,"['kalau', 'pagi', 'cocok', 'buat', 'jogging', 'nihapalagi', 'banyak', 'kulineran', 'yang', 'siap', 'menyambut', 'perut', 'kita', 'tak', 'kala', 'laparseger']","['pagi', 'cocok', 'jogging', 'nihapalagi', 'kulineran', 'menyambut', 'perut', 'laparseger']",pagi cocok jogging nihapalagi kuliner sambut perut laparseger,10,Positif
Diedit 2 bulan lalu,"Tempatnya bersih..  Tapi sayang,  pedagang makanannya kalo hari minggu suka di mahal2in kalo jualan..",Tempatnya bersih  Tapi sayang  pedagang makanannya kalo hari minggu suka di mahalin kalo jualan,tempatnya bersih  tapi sayang  pedagang makanannya kalo hari minggu suka di mahalin kalo jualan,tempatnya bersih tapi sayang pedagang makanannya kalau hari minggu suka di mahal kalau jualan,"['tempatnya', 'bersih', 'tapi', 'sayang', 'pedagang', 'makanannya', 'kalau', 'hari', 'minggu', 'suka', 'di', 'mahal', 'kalau', 'jualan']","['tempatnya', 'bersih', 'sayang', 'pedagang', 'makanannya', 'minggu', 'suka', 'mahal', 'jualan']",tempat bersih sayang dagang makan minggu suka mahal jual,9,Positif
3 bulan lalu,"Tempat bersantai dan bergembira, berbagai event dan kegiatan masyarakat digelar dengan penuh sukacita.",Tempat bersantai dan bergembira berbagai event dan kegiatan masyarakat digelar dengan penuh sukacita,tempat bersantai dan bergembira berbagai event dan kegiatan masyarakat digelar dengan penuh sukacita,tempat bersantai dan bergembira berbagai acara dan kegiatan masyarakat digelar dengan penuh sukacita,"['tempat', 'bersantai', 'dan', 'bergembira', 'berbagai', 'acara', 'dan', 'kegiatan', 'masyarakat', 'digelar', 'dengan', 'penuh', 'sukacita']","['bersantai', 'bergembira', 'acara', 'kegiatan', 'masyarakat', 'digelar', 'penuh', 'sukacita']",santa gembira acara giat masyarakat gelar penuh sukacita,9,Positif
6 tahun lalu,"Sate jamur buat yg lagi pengen jamur, mi ongklok, cilok, dll. tempatnya baru dipindah disebelah selatan nya (sementara). Atau bisa dibilang sebelah Utara nya masjid, soalnya lagi ada perbaikan tempat ☺️",Sate jamur buat yg lagi pengen jamur mi ongklok cilok dll tempatnya baru dipindah disebelah selatan nya sementara Atau bisa dibilang sebelah Utara nya masjid soalnya lagi ada perbaikan tempat ,sate jamur buat yg lagi pengen jamur mi ongklok cilok dll tempatnya baru dipindah disebelah selatan nya sementara atau bisa dibilang sebelah utara nya masjid soalnya lagi ada perbaikan tempat ,sate jamur buat yang lagi pengin jamur mi ongklok cilok dll tempatnya baru dipindah disebelah selatan ya sementara atau bisa dibilang sebelah utara ya masjid soalnya lagi ada perbaikan tempat,"['sate', 'jamur', 'buat', 'yang', 'lagi', 'pengin', 'jamur', 'mi', 'ongklok', 'cilok', 'dll', 'tempatnya', 'baru', 'dipindah', 'disebelah', 'selatan', 'ya', 'sementara', 'atau', 'bisa', 'dibilang', 'sebelah', 'utara', 'ya', 'masjid', 'soalnya', 'lagi', 'ada', 'perbaikan', 'tempat']","['sate', 'jamur', 'pengin', 'jamur', 'mi', 'ongklok', 'cilok', 'dll', 'tempatnya', 'dipindah', 'disebelah', 'selatan', 'ya', 'dibilang', 'sebelah', 'utara', 'ya', 'masjid', 'perbaikan']",sate jamur pengin jamur mi ongklok cilok dll tempat pindah belah selatan ya bilang belah utara ya masjid baik,-9,Negatif
Diedit 4 tahun lalu,"Titik pusat kota wonosobo, suasananya sejuk dan dekat dengan kantor-kantor pemerintah daerah Kabupaten wonosobo. Bisa untuk tempat rehat bagi yang ingin menikmati suasana pusat kota Wonosobo. Alun-alun ini dikelilingi pohon-pohon besar yang membuatnya sejuk.",Titik pusat kota wonosobo suasananya sejuk dan dekat dengan kantorkantor pemerintah daerah Kabupaten wonosobo Bisa untuk tempat rehat bagi yang ingin menikmati suasana pusat kota Wonosobo Alunalun ini dikelilingi pohonpohon besar yang membuatnya sejuk,titik pusat kota wonosobo suasananya sejuk dan dekat dengan kantorkantor pemerintah daerah kabupaten wonosobo bisa untuk tempat rehat bagi yang ingin menikmati suasana pusat kota wonosobo alunalun ini dikelilingi pohonpohon besar yang membuatnya sejuk,titik pusat kota wonosobo suasananya sejuk dan dekat dengan kantorkantor pemerintah daerah kabupaten wonosobo bisa untuk tempat rehat bagi yang ingin menikmati suasana pusat kota wonosobo alunalun ini dikelilingi pohonpohon besar yang membuatnya sejuk,"['titik', 'pusat', 'kota', 'wonosobo', 'suasananya', 'sejuk', 'dan', 'dekat', 'dengan', 'kantorkantor', 'pemerintah', 'daerah', 'kabupaten', 'wonosobo', 'bisa', 'untuk', 'tempat', 'rehat', 'bagi', 'yang', 'ingin', 'menikmati', 'suasana', 'pusat', 'kota', 'wonosobo', 'alunalun', 'ini', 'dikelilingi', 'pohonpohon', 'besar', 'yang', 'membuatnya', 'sejuk']","['titik', 'pusat', 'kota', 'wonosobo', 'suasananya', 'sejuk', 'kantorkantor', 'pemerintah', 'daerah', 'kabupaten', 'wonosobo', 'rehat', 'menikmati', 'suasana', 'pusat', 'kota', 'wonosobo', 'alunalun', 'dikelilingi', 'pohonpohon', 'membuatnya', 'sejuk']",titik pusat kota wonosobo suasana sejuk kantorkantor perintah daerah kabupaten wonosobo rehat nikmat suasana pusat kota wonosobo alunalun keliling pohonpohon buat sejuk,13,Positif
setahun lalu,"Salah satu alun-alun paling bersih dan rapih di Indonesia, favorit banget makan mie ongklok disini!",Salah satu alunalun paling bersih dan rapih di Indonesia favorit banget makan mie ongklok disini,salah satu alunalun paling bersih dan rapih di indonesia favorit banget makan mie ongklok disini,salah satu alunalun paling bersih dan rapi di indonesia favorit banget makan mie ongklok disini,"['salah', 'satu', 'alunalun', 'paling', 'bersih', 'dan', 'rapi', 'di', 'indonesia', 'favorit', 'banget', 'makan', 'mie', 'ongklok', 'disini']","['salah', 'alunalun', 'bersih', 'rapi', 'indonesia', 'favorit', 'banget', 'makan', 'mie', 'ongklok']",salah alunalun bersih rapi indonesia favorit banget makan mie ongklok,3,Positif
5 tahun lalu,"Alun-alun Wonosobo jadi salah satu tempat paling ramai dikunjungi baik para pengunjung maupun para penjaja makanan. Nongkrong di sana, asyik banget!",Alunalun Wonosobo jadi salah satu tempat paling ramai dikunjungi baik para pengunjung maupun para penjaja makanan Nongkrong di sana asyik banget,alunalun wonosobo jadi salah satu tempat paling ramai dikunjungi baik para pengunjung maupun para penjaja makanan nongkrong di sana asyik banget,alunalun wonosobo jadi salah satu tempat paling ramai dikunjungi baik para pengunjung maupun para penjaja makanan nongkrong di sana asyik banget,"['alunalun', 'wonosobo', 'jadi', 'salah', 'satu', 'tempat', 'paling', 'ramai', 'dikunjungi', 'baik', 'para', 'pengunjung', 'maupun', 'para', 'penjaja', 'makanan', 'nongkrong', 'di', 'sana', 'asyik', 'banget']","['alunalun', 'wonosobo', 'salah', 'ramai', 'dikunjungi', 'pengunjung', 'penjaja', 'makanan', 'nongkrong', 'asyik', 'banget']",alunalun wonosobo salah ramai kunjung unjung jaja makan nongkrong asyik banget,3,Positif
4 bulan lalu,Lumayan rapi dan banyak mainan yg bisa disewa buat anak-anak,Lumayan rapi dan banyak mainan yg bisa disewa buat anakanak,lumayan rapi dan banyak mainan yg bisa disewa buat anakanak,lumayan rapi dan banyak mainan yang bisa disewa buat anakanak,"['lumayan', 'rapi', 'dan', 'banyak', 'mainan', 'yang', 'bisa', 'disewa', 'buat', 'anakanak']","['lumayan', 'rapi', 'mainan', 'disewa', 'anakanak']",lumayan rapi main sewa anakanak,7,Positif
Diedit 6 tahun lalu,"Tempatnya sejuk, luas, enak buat jalan santai. Kalau minggu pagi biasanya ada car free day, buat orang joging atau jalan jalan. Untuk penjual udah dipindahkan di sekitar tulisan Wonosobo Asri.",Tempatnya sejuk luas enak buat jalan santai Kalau minggu pagi biasanya ada car free day buat orang joging atau jalan jalan Untuk penjual udah dipindahkan di sekitar tulisan Wonosobo Asri,tempatnya sejuk luas enak buat jalan santai kalau minggu pagi biasanya ada car free day buat orang joging atau jalan jalan untuk penjual udah dipindahkan di sekitar tulisan wonosobo asri,tempatnya sejuk luas enak buat jalan santai kalau minggu pagi biasanya ada car free day buat orang joging atau jalan jalan untuk penjual sudah dipindahkan di sekitar tulisan wonosobo asri,"['tempatnya', 'sejuk', 'luas', 'enak', 'buat', 'jalan', 'santai', 'kalau', 'minggu', 'pagi', 'biasanya', 'ada', 'car', 'free', 'day', 'buat', 'orang', 'joging', 'atau', 'jalan', 'jalan', 'untuk', 'penjual', 'sudah', 'dipindahkan', 'di', 'sekitar', 'tulisan', 'wonosobo', 'asri']","['tempatnya', 'sejuk', 'luas', 'enak', 'jalan', 'santai', 'minggu', 'pagi', 'car', 'free', 'day', 'orang', 'joging', 'jalan', 'jalan', 'penjual', 'dipindahkan', 'tulisan', 'wonosobo', 'asri']",tempat sejuk luas enak jalan santai minggu pagi car free day orang joging jalan jalan jual pindah tulis wonosobo asri,16,Positif
3 tahun lalu,Waktunya makan. Jam 9 udah habis pecel mbak win ... Rempeyeknya enak bgt ... Nasi merah bikin kenyang lama dan ber 2 cm habis 20rb.,Waktunya makan Jam  udah habis pecel mbak win  Rempeyeknya enak bgt  Nasi merah bikin kenyang lama dan ber  cm habis rb,waktunya makan jam  udah habis pecel mbak win  rempeyeknya enak bgt  nasi merah bikin kenyang lama dan ber  cm habis rb,waktunya makan jam sudah habis pecel mbak win rempeyeknya enak banget nasi merah bikin kenyang lama dan ber cuma habis ribu,"['waktunya', 'makan', 'jam', 'sudah', 'habis', 'pecel', 'mbak', 'win', 'rempeyeknya', 'enak', 'banget', 'nasi', 'merah', 'bikin', 'kenyang', 'lama', 'dan', 'ber', 'cuma', 'habis', 'ribu']","['makan', 'jam', 'habis', 'pecel', 'mbak', 'win', 'rempeyeknya', 'enak', 'banget', 'nasi', 'merah', 'bikin', 'kenyang', 'ber', 'habis', 'ribu']",makan jam habis pecel mbak win rempeyek enak banget nasi merah bikin kenyang ber habis ribu,21,Positif
3 tahun lalu,"Suka sama alun²nya. Bersih, rapi, teratur. PKL ditata rapi. Abis olahraga bisa isi perut disini. Byk jenis jajanannya, sampe bingung mo makan apa. But minum susu segar yg utama. Sarapan sambil pandang gunung sindoro sumbing di kejauhan..duuh..nikmat banget",Suka sama alunnya Bersih rapi teratur PKL ditata rapi Abis olahraga bisa isi perut disini Byk jenis jajanannya sampe bingung mo makan apa But minum susu segar yg utama Sarapan sambil pandang gunung sindoro sumbing di kejauhanduuhnikmat banget,suka sama alunnya bersih rapi teratur pkl ditata rapi abis olahraga bisa isi perut disini byk jenis jajanannya sampe bingung mo makan apa but minum susu segar yg utama sarapan sambil pandang gunung sindoro sumbing di kejauhanduuhnikmat banget,suka sama alunnya bersih rapi teratur pkl ditata rapi habis olahraga bisa isi perut disini banyak jenis jajanannya sampai bingung mau makan apa but minum susu segar yang utama sarapan sambil pandang gunung sindoro sumbing di kejauhanduuhnikmat banget,"['suka', 'sama', 'alunnya', 'bersih', 'rapi', 'teratur', 'pkl', 'ditata', 'rapi', 'habis', 'olahraga', 'bisa', 'isi', 'perut', 'disini', 'banyak', 'jenis', 'jajanannya', 'sampai', 'bingung', 'mau', 'makan', 'apa', 'but', 'minum', 'susu', 'segar', 'yang', 'utama', 'sarapan', 'sambil', 'pandang', 'gunung', 'sindoro', 'sumbing', 'di', 'kejauhanduuhnikmat', 'banget']","['suka', 'alunnya', 'bersih', 'rapi', 'teratur', 'pkl', 'ditata', 'rapi', 'habis', 'olahraga', 'isi', 'perut', 'jenis', 'jajanannya', 'bingung', 'makan', 'but', 'minum', 'susu', 'segar', 'utama', 'sarapan', 'pandang', 'gunung', 'sindoro', 'sumbing', 'kejauhanduuhnikmat', 'banget']",suka alun bersih rapi atur pkl tata rapi habis olahraga isi perut jenis jajan bingung makan but minum susu segar utama sarap pandang gunung sindoro sumbing kejauhanduuhnikmat banget,25,Positif
setahun lalu,Mi okloknya jos ges.. Bisa dicoba sendiri. 8k dan satenya satu tusuk dua rebu..,Mi okloknya jos ges Bisa dicoba sendiri k dan satenya satu tusuk dua rebu,mi okloknya jos ges bisa dicoba sendiri k dan satenya satu tusuk dua rebu,mi okloknya jos ges bisa dicoba sendiri ke dan satenya satu tusuk dua rebu,"['mi', 'okloknya', 'jos', 'ges', 'bisa', 'dicoba', 'sendiri', 'ke', 'dan', 'satenya', 'satu', 'tusuk', 'dua', 'rebu']","['mi', 'okloknya', 'jos', 'ges', 'dicoba', 'satenya', 'tusuk', 'rebu']",mi okloknya jos ges coba sate tusuk rebu,-2,Negatif
2 tahun lalu,"Tempat nya dingin, enak banyak jajanan nya. Aku main ke daerah alun alun untuk, menikmati sore.",Tempat nya dingin enak banyak jajanan nya Aku main ke daerah alun alun untuk menikmati sore,tempat nya dingin enak banyak jajanan nya aku main ke daerah alun alun untuk menikmati sore,tempat ya dingin enak banyak jajanan ya aku main ke daerah alun alun untuk menikmati sore,"['tempat', 'ya', 'dingin', 'enak', 'banyak', 'jajanan', 'ya', 'aku', 'main', 'ke', 'daerah', 'alun', 'alun', 'untuk', 'menikmati', 'sore']","['ya', 'dingin', 'enak', 'jajanan', 'ya', 'main', 'daerah', 'alun', 'alun', 'menikmati', 'sore']",ya dingin enak jajan ya main daerah alun alun nikmat sore,15,Positif
setahun lalu,"Tempatnya luas, enak untuk berteduh,berolahraga, dan banyak pedagang kaki lima",Tempatnya luas enak untuk berteduhberolahraga dan banyak pedagang kaki lima,tempatnya luas enak untuk berteduhberolahraga dan banyak pedagang kaki lima,tempatnya luas enak untuk berteduhberolahraga dan banyak pedagang kaki lima,"['tempatnya', 'luas', 'enak', 'untuk', 'berteduhberolahraga', 'dan', 'banyak', 'pedagang', 'kaki', 'lima']","['tempatnya', 'luas', 'enak', 'berteduhberolahraga', 'pedagang', 'kaki']",tempat luas enak berteduhberolahraga dagang kaki,5,Positif
2 tahun lalu,"Susah beranjak kalo sudah nongkrong disini, suasana nyaman, dekat dg berbagai fasum, banyak pilihan jajanan dr para pedagang di sekitar.",Susah beranjak kalo sudah nongkrong disini suasana nyaman dekat dg berbagai fasum banyak pilihan jajanan dr para pedagang di sekitar,susah beranjak kalo sudah nongkrong disini suasana nyaman dekat dg berbagai fasum banyak pilihan jajanan dr para pedagang di sekitar,susah beranjak kalau sudah nongkrong disini suasana nyaman dekat dengan berbagai fasum banyak pilihan jajanan dari para pedagang di sekitar,"['susah', 'beranjak', 'kalau', 'sudah', 'nongkrong', 'disini', 'suasana', 'nyaman', 'dekat', 'dengan', 'berbagai', 'fasum', 'banyak', 'pilihan', 'jajanan', 'dari', 'para', 'pedagang', 'di', 'sekitar']","['susah', 'beranjak', 'nongkrong', 'suasana', 'nyaman', 'fasum', 'pilihan', 'jajanan', 'pedagang']",susah anjak nongkrong suasana nyaman fasum pilih jajan dagang,0,Netral
6 tahun lalu,"Pertama kali liburan di Wonosobo, cuacanya sejuk bikin betah, muter² dieng, dan sampai gak sempet ke Alun-alun, tiap malem tidur lebih awal karna kecapean siangnya jalan².. Pas hari trakhir mau pulang paginya nyempetin mampir Alun-alun.. Nice...",Pertama kali liburan di Wonosobo cuacanya sejuk bikin betah muter dieng dan sampai gak sempet ke Alunalun tiap malem tidur lebih awal karna kecapean siangnya jalan Pas hari trakhir mau pulang paginya nyempetin mampir Alunalun Nice,pertama kali liburan di wonosobo cuacanya sejuk bikin betah muter dieng dan sampai gak sempet ke alunalun tiap malem tidur lebih awal karna kecapean siangnya jalan pas hari trakhir mau pulang paginya nyempetin mampir alunalun nice,pertama mungkin liburan di wonosobo cuacanya sejuk bikin betah putar dieng dan sampai tidak sempat ke alunalun tiap malam tidur lebih awal karena kecapean siangnya jalan pas hari trakhir mau pulang paginya menyempatkan mampir alunalun nice,"['pertama', 'mungkin', 'liburan', 'di', 'wonosobo', 'cuacanya', 'sejuk', 'bikin', 'betah', 'putar', 'dieng', 'dan', 'sampai', 'tidak', 'sempat', 'ke', 'alunalun', 'tiap', 'malam', 'tidur', 'lebih', 'awal', 'karena', 'kecapean', 'siangnya', 'jalan', 'pas', 'hari', 'trakhir', 'mau', 'pulang', 'paginya', 'menyempatkan', 'mampir', 'alunalun', 'nice']","['liburan', 'wonosobo', 'cuacanya', 'sejuk', 'bikin', 'betah', 'putar', 'dieng', 'alunalun', 'malam', 'tidur', 'kecapean', 'siangnya', 'jalan', 'pas', 'trakhir', 'pulang', 'paginya', 'menyempatkan', 'mampir', 'alunalun', 'nice']",libur wonosobo cuaca sejuk bikin betah putar dieng alunalun malam tidur cape siang jalan pas trakhir pulang pagi sempat mampir alunalun nice,10,Positif
